,Primary Artist,Track Name,Popularity,Added At,Release Date,Artist ID,Track ID,Playlist Date - Release Date,Days Until Discovery
2775,Holly Herndon,Chorus,0,2015-04-30T23:50:13Z,2015-03-10,2c9yn5DJQd5es7YMY92ikZ,4183mGXpL2grgJAyD5Yzcx,51 days 23:50:13.000000000,51.0
2777,Hiatus Kaiyote,Breathing Underwater,29,2015-03-11T02:41:09Z,2015-03-06,43JlwunhXm1oqdKyOa2Z9Y,5R5shSt0yzM6aeZvJ06s0j,5 days 02:41:09.000000000,5.0
2778,Vulfpeck,Fugue State,50,2015-03-14T23:03:55Z,2014-08-26,7pXu47GoqSYRajmBCjxdD6,2Ux3BFgzXm0YoD37nBQjJt,200 days 23:03:55.000000000,200.0
2781,Kate Tempest,Chicken,28,2015-03-02T19:42:12Z,2014-05-19,1O3wYcUD08X9yb6J3xaw5M,1KlTWXm2gyPmpcYpVL9w7h,287 days 19:42:12.000000000,287.0
2782,Busdriver,Retirement Ode,22,2015-03-02T06:59:12Z,2014-09-08,43SXnO2N4X024u3l9MfvXD,4SLyGlLfa6ilo95W07jiTy,175 days 06:59:12.000000000,175.0
2783,Astro,K.I.n.G. (feat. Bishop Nehru),3,2015-03-02T00:20:34Z,2014-12-02,1M0SaqehFKotdDypht7caJ,5XMuL4KCqzh2hQa989rA4v,90 days 00:20:34.000000000,90.0
2787,Busdriver,Ego Death,40,2015-03-02T06:59:12Z,2014-09-08,43SXnO2N4X024u3l9MfvXD,3XNdcusfibvkxXPlQWt2tp,175 days 06:59:12.000000000,175.0
2788,Death Grips,The Fever (Aye Aye),54,2015-03-02T06:59:12Z,2012-04-20,5RADpgYLOuS2ZxDq7ggYYH,5lq6hpsabgw22xRYPHVV5c,1046 days 06:59:12.000000000,1046.0
2790,Father John Misty,The Ideal Husband,42,2015-03-02T19:35:38Z,2015-02-10,2kGBy2WHvF0VdZyqiVCkDT,0tK9c4PJjQXeZ1lHKEtcME,20 days 19:35:38.000000000,20.0
2791,TNGHT,Acrylics,40,2015-03-02T06:59:42Z,2013-04-09,40jiZfvsiAi1aIarh5Z3d3,3GV1T0k3QDPKdZgdQUWiZc,692 days 06:59:42.000000000,692.0
2794,Tom Misch,So Close,52,2015-03-02T19:39:36Z,2014-11-03,1uiEZYehlNivdK3iQyAbye,00aQGaqM6SFzGfbgKOite0,119 days 19:39:36.000000000,119.0
2795,Jefre Cantu-Ledesma,The Last Time I Saw Your Face,0,2015-03-02T19:51:21Z,2015-02-10,5MqgtmMdtrsZIQpZzLhpX5,3y0xwlMseRfb9pJBe6fX2c,20 days 19:51:21.000000000,20.0
2798,Father John Misty,I Went To The Store One Day,44,2015-03-06T02:45:26Z,2015-02-10,2kGBy2WHvF0VdZyqiVCkDT,1UDrjWvKvEuqeVVEBhbosm,24 days 02:45:26.000000000,24.0
2800,Max Ox,Am / Pm Confusion,0,2015-03-11T20:46:40Z,2014-10-03,6Jf0EMxXswuOOgdimICJz0,0g9rGcYxsI36oAPJ1CImM0,159 days 20:46:40.000000000,159.0
2801,Idesia,Away,18,2015-03-12T02:32:31Z,2015-01-27,2VUuRcKjZfeCQzBI1PPyL1,1L2XQqx8nJUzOvxlgkpjto,44 days 02:32:31.000000000,44.0
2802,Julian Lage,Gardens,37,2015-03-14T23:16:11Z,2015-02-03,2TSuAchdgVzsAa9wDK1IeT,3B62UifhGvOg4fAWtGwIdr,39 days 23:16:11.000000000,39.0
2803,Kendrick Lamar,For Free? - Interlude,58,2015-03-16T07:45:49Z,2015-03-16,2YZyLoL8N0Wb9xBt1NhZWg,75izAeHlGuOgA865CFDyIv,0 days 07:45:49.000000000,0.0
2804,Kendrick Lamar,How Much A Dollar Cost,60,2015-03-19T05:56:51Z,2015-03-16,2YZyLoL8N0Wb9xBt1NhZWg,4tQcyj5488alHT1ZgFduzn,3 days 05:56:51.000000000,3.0
2805,Kendrick Lamar,For Sale? - Interlude,58,2015-03-20T00:45:32Z,2015-03-16,2YZyLoL8N0Wb9xBt1NhZWg,7unx2Rvsq8D0RfOLRXclTA,4 days 00:45:32.000000000,4.0
2806,Kendrick Lamar,Wesley's Theory,63,2015-03-20T00:45:42Z,2015-03-16,2YZyLoL8N0Wb9xBt1NhZWg,7Ks4VCY1wFebnOdJrM13t6,4 days 00:45:42.000000000,4.0
2807,Richie Aldente,1+2,0,2015-03-19T22:55:15Z,2013-09-30,2OHwmGzY5LZbZxKCWU5HRQ,1xJjMqavFUSo6DGaCAG7BN,535 days 22:55:15.000000000,535.0
2809,Chester Watson,Ceremony,0,2015-02-04T22:07:30Z,2014-03-09,1vmLIa1VRY38hZoar8AyYS,4WrLHX7e24XJ1r4V45LPMc,332 days 22:07:30.000000000,332.0
2816,RJD2,Temperamental,34,2015-02-04T22:08:08Z,2013-10-08,1O3ZOjqFLEnbpZexcRjocn,6HWDHGBOOAiadxCa93fLo5,484 days 22:08:08.000000000,484.0
2817,Kendrick Lamar,The Blacker The Berry,0,2015-02-18T00:11:20Z,2015-02-11,2YZyLoL8N0Wb9xBt1NhZWg,6jFGs4RjefAi5Kf7F35bht,7 days 00:11:20.000000000,7.0
2821,Blood Orange,You're Not Good Enough,1,2015-02-04T22:09:09Z,2013-11-18,6LEeAFiJF8OuPx747e1wxR,3UNPA9XgUNAStNazmC67yF,443 days 22:09:09.000000000,443.0
2822,Haywyre,Insight,0,2015-02-19T02:41:47Z,2015-01-23,7aUSp5cOZlwEtd5zPC795k,1cGqqROuQQGQ2VF2tBihYv,27 days 02:41:47.000000000,27.0
2823,"Dafnis Prieto, Kokayi & Jason Lindner",Talking to Much,1,2015-02-11T07:03:48Z,2012-06-06,1mVU39Hyb1rOb4bYDlJblX,7ynZbbLVScAlPeJn4jumlz,980 days 07:03:48.000000000,980.0
2824,Chon,Knot,29,2015-02-05T22:36:38Z,2014-03-04,2JFljHPanIjYy2QqfNYvC0,78vNOmnN7k9MdbmFHoZbFj,338 days 22:36:38.000000000,338.0
2830,Hidden Orchestra,Spoken - KRTS Remix,0,2015-02-04T22:08:32Z,2014-05-27,4Rj2COYs5hQsw8rYIxSviz,24UWfnm4BYbxhYYkRVHJj7,253 days 22:08:32.000000000,253.0
2831,Dirty Projectors,Gun Has No Trigger,0,2015-02-05T23:06:39Z,2012-07-10,5VF0YkVLeVD4ytyiyVSIiF,3dvnVubqVeeOjabs0wC1YB,940 days 23:06:39.000000000,940.0
2836,Mara Hruby,Ev'ry Time We Say Goodbye,0,2015-02-05T20:36:26Z,2014-03-18,0T1ITvo373zVtx1PnoTv7A,3zEgFp36pXPOBQquKbZjiJ,324 days 20:36:26.000000000,324.0
2837,Kishi Bashi,"Atticus, in the Desert - Audiotree Live Version",0,2015-02-18T00:18:50Z,2015-02-17,3LVPGE5jPPwtbGslx07YR0,3NjBh3QOH0ptLfzpz3legg,1 days 00:18:50.000000000,1.0
2839,Kishi Bashi,"Evalyn, Summer Has Arrived - Audiotree Live Version",0,2015-02-18T00:13:21Z,2015-02-17,3LVPGE5jPPwtbGslx07YR0,4alBJIUtgRqyVG0w48K2Cp,1 days 00:13:21.000000000,1.0
2845,Death Grips,Punk Weight,46,2015-01-13T20:59:30Z,2012-04-20,5RADpgYLOuS2ZxDq7ggYYH,6Ucjy0z1uO111RCUVXqhnn,998 days 20:59:30.000000000,998.0
2846,Wildbirds & Peacedrums,The Unreal vs. The Real,0,2015-01-01T19:40:20Z,2014-11-03,5rfciJLZpQkcQsamsM3dpS,0g7hSGd2Tf8KBPFCSxenYu,59 days 19:40:20.000000000,59.0
2847,Def Sound,Heart Shaped $,0,2015-01-04T19:58:50Z,2013-05-07,0u04Yo3YXdFxev4ZE0AZx7,2AQX1rAcL15lJmIJQuCmm1,607 days 19:58:50.000000000,607.0
2848,Takuya Kuroda,Piri Piri,35,2015-01-11T00:05:06Z,2014-01-01,4DbVGBurfbrdLW2ZwfwdmP,736e9G8Um3cpWXPenf4A4M,375 days 00:05:06.000000000,375.0
2849,Snarky Puppy,What About Me?,0,2015-01-09T06:50:18Z,2014-02-25,7ENzCHnmJUr20nUjoZ0zZ1,4YpXSKVrp8jhI7EAPV1xpF,318 days 06:50:18.000000000,318.0
2851,Bryce Dessner,Raphael,4,2015-01-23T02:01:57Z,2014-01-01,5HHKeO04SOcxUxjruFXf5l,4wkFzQ6v2TgS4btVyV4T4q,387 days 02:01:57.000000000,387.0
2853,Justin Hurwitz,"Overture - From ""Whiplash""",23,2015-01-23T08:08:55Z,2014-10-06,2snm3HmsnDUDxbIChdl2Oj,0VZEHM4h252BGh5P0N7MS5,109 days 08:08:55.000000000,109.0
2854,MindsOne & Kev Brown,Pillars,0,2015-01-01T19:43:18Z,2014-04-01,1381XvWSV6KUopgt1spIJH,1ZiFujlgKCorzUicKy7dhD,275 days 19:43:18.000000000,275.0
2855,Teotima,Gloves Off,1,2015-01-04T19:29:58Z,2013-11-25,5Nt0nt9CR5Fi2BUEv0weLZ,77gmcn10YQRRWxzpY3zxGD,405 days 19:29:58.000000000,405.0
2857,Zammuto,IO,16,2015-01-13T01:20:59Z,2014-09-02,1aolDYgNWRTDQWUZ8C7jZu,27u8WSHJEZ78nfdGyLDsQc,133 days 01:20:59.000000000,133.0
2858,Run The Jewels,Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],3,2015-01-13T01:19:41Z,2014-10-24,4RnBFZRiMLRyZy0AzzTg2C,76QLGx0NleOYqkDtL7HKIA,81 days 01:19:41.000000000,81.0
2859,Daniel Lanois,Iceland,0,2015-01-13T23:14:45Z,2014-10-24,5S0AJvE9NB1kGrXRfYh690,0EMqNnOe5mzJfXf4hHG5Bn,81 days 23:14:45.000000000,81.0
2860,Photay,No Sass,0,2015-01-14T01:08:50Z,2014-09-09,1MSxOmIt7uYgvPydd1tU8F,3ARXsO3ByxhfiFhI4bzohB,127 days 01:08:50.000000000,127.0
2861,Jamie xx,Sleep Sound,0,2015-01-11T00:17:46Z,2014-03-28,7A0awCXkE1FtSU8B0qwOJQ,4QNyqU7sjfm5zBMmWprq6D,289 days 00:17:46.000000000,289.0
2862,Daniel Lanois,Sioux Lookout,0,2015-01-01T08:39:55Z,2014-10-24,5S0AJvE9NB1kGrXRfYh690,5J97QTk61fN7nLTOAGwoJg,69 days 08:39:55.000000000,69.0
2863,alt-J,Left Hand Free - Lido Remix,45,2015-01-01T19:39:12Z,2014-10-27,3XHO7cRUPCLOr6jwp8vsx5,0iIY7S7uiEYC9TvVaWZHV3,66 days 19:39:12.000000000,66.0
2864,Shad,Yall Know Me,0,2015-01-13T01:54:57Z,2013-10-15,15lOM8PWY9pXQoURZwSZlK,5VDeXCdE8ope5h5R47xqqs,455 days 01:54:57.000000000,455.0
2865,D'Angelo,Another Life,55,2015-01-13T03:18:18Z,2014-12-15,336vr2M3Va0FjyvB55lJEd,2f9mmR37OEceYERbXml0Nj,29 days 03:18:18.000000000,29.0
2866,Flying Lotus,Descent Into Madness,32,2015-01-14T06:26:43Z,2014-10-06,29XOeO6KIWxGthejQqn793,06ljkIFB5NXWRMHJP26zP1,100 days 06:26:43.000000000,100.0
2867,Daniel Lanois,Opera,0,2015-01-01T08:40:02Z,2014-10-24,5S0AJvE9NB1kGrXRfYh690,4psmEJtVNhOnkdaYT5FFhM,69 days 08:40:02.000000000,69.0
2868,Punch Brothers,Julep,32,2015-01-04T19:21:06Z,2014-12-03,4gFssfOmWNY3LfIZ3zyoy4,5Sl6Qvckp8DDuLHSflZemV,32 days 19:21:06.000000000,32.0
2873,Def Sound,Art of Stunt (In),0,2015-01-04T19:58:36Z,2013-05-07,0u04Yo3YXdFxev4ZE0AZx7,3ysrVIK6Mj3iyIX7riMPtj,607 days 19:58:36.000000000,607.0
2875,Daniel Lanois,Space Love,0,2015-01-13T23:11:11Z,2014-10-24,5S0AJvE9NB1kGrXRfYh690,0D1z68RYaTrZ4LujAjAOxb,81 days 23:11:11.000000000,81.0
2879,Woo Park,"Future Plans, Pt. III (feat. Noname Gypsy)",21,2015-01-01T19:43:09Z,2014-12-02,2qXxyzCMW4mPE2LVLVL78F,5fpIAzjSYdsiobHN6igXF9,30 days 19:43:09.000000000,30.0
2883,Bing Ji Ling,Club Lonely,4,2015-01-01T19:42:48Z,2014-09-09,4sIafgKDXEcNYhttAcg9R3,41qNHofDfLy60uzijsD8tJ,114 days 19:42:48.000000000,114.0
2884,Wild Ones,Golden Twin,0,2015-01-01T19:44:33Z,2014-01-01,0W0kuKgO5dLKxBOZUU2erM,7o9asX32f1S7Ah3QfCO65Q,365 days 19:44:33.000000000,365.0
2885,John Adams,City Noir: I. The City and its Double,10,2015-01-11T22:41:11Z,2014-05-06,35OhI7DSls022v9Bz9r0VZ,2WXRP0HV2eS8uLvUxK0r2I,250 days 22:41:11.000000000,250.0
2886,TNGHT,Higher Ground,54,2015-01-23T20:09:28Z,2012-07-23,40jiZfvsiAi1aIarh5Z3d3,0Js9hB2I66nJliPIJxzn2R,914 days 20:09:28.000000000,914.0
2890,Hiatus Kaiyote,By Fire,0,2014-12-03T07:08:55Z,2014-11-28,43JlwunhXm1oqdKyOa2Z9Y,1gmaTjqSlnwI5fmbryBwrh,5 days 07:08:55.000000000,5.0
2891,Purple Crayon,Wrong Questions,0,2015-01-01T19:43:46Z,2014-12-08,43Yo5ugRdhrJro9JzLohWy,11N6fTIVq6TXcvDkuu9KNt,24 days 19:43:46.000000000,24.0
2893,Little Dragon,Klapp Klapp,41,2014-12-10T04:10:29Z,2014-01-01,6Tyzp9KzpiZ04DABQoedps,55O2krAAa87BgTuuASCU1m,343 days 04:10:29.000000000,343.0
2895,Zammuto,Hegemony,13,2014-12-03T06:49:21Z,2014-09-02,1aolDYgNWRTDQWUZ8C7jZu,2yqL6nIs1k47ZmsoFgPry8,92 days 06:49:21.000000000,92.0
2896,Death Grips,Hacker,55,2014-12-03T06:52:44Z,2012-04-20,5RADpgYLOuS2ZxDq7ggYYH,7y8X0Z04gJCKtfrnSAMywJ,957 days 06:52:44.000000000,957.0
2897,Azealia Banks,Yung Rapunxel,0,2014-12-03T06:55:34Z,2014-11-06,7gRhy3MIPHQo5CXYfWaw9I,7g5nQ207ppVDp7czoZkIFb,27 days 06:55:34.000000000,27.0
2898,Run The Jewels,Sea Legs,0,2014-12-03T06:49:29Z,2014-09-16,4RnBFZRiMLRyZy0AzzTg2C,3lhVpxpMfgXfUNVBIOwdBG,78 days 06:49:29.000000000,78.0
2899,Chrome Sparks,Marijuana,48,2014-12-03T06:56:21Z,2013,2pTCZ9C1fXdaVlv6d5EIXM,5K4ExI2qvE1Ule3u7LxUDT,701 days 06:56:21.000000000,701.0
2900,D'Angelo,Betray My Heart,50,2014-12-16T19:54:13Z,2014-12-15,336vr2M3Va0FjyvB55lJEd,3RXr49TkL3wYHB7JJTnyn5,1 days 19:54:13.000000000,1.0
2901,Hiatus Kaiyote,Molasses,0,2014-12-03T06:52:03Z,2014-11-28,43JlwunhXm1oqdKyOa2Z9Y,6PrfQY374uV0JCzNpxgrWA,5 days 06:52:03.000000000,5.0
2902,Purple Crayon,Just Anyone,0,2014-12-09T03:04:44Z,2014-12-08,43Yo5ugRdhrJro9JzLohWy,1YIhRimejRTtFyd8J4XOI7,1 days 03:04:44.000000000,1.0
2910,Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),41,2014-12-03T06:59:50Z,2013-10-22,1LeVJ5GPeYDOVUjxx1y7Rp,0nWNsAGL83rLorldSfdBii,407 days 06:59:50.000000000,407.0
2913,Pumpkin,Louder,0,2014-12-04T23:56:19Z,2014-05-26,3Dc2S9tp0DjbwBnKPXPkFo,3PKroYP0O6UQPMdHeVe0rx,192 days 23:56:19.000000000,192.0
2914,D'Angelo,Sugah Daddy,58,2014-12-16T19:54:21Z,2014-12-15,336vr2M3Va0FjyvB55lJEd,53l4LGUeZKCDZI1u25kQDN,1 days 19:54:21.000000000,1.0
2915,Brian Blade & The Fellowship Band,Down River,20,2014-12-09T03:05:05Z,2014-01-01,4gjFkHMQ2r46oQ7gsIQaCF,1SLbPqTB3xJjCP2RLWGxuY,342 days 03:05:05.000000000,342.0
2916,Daniel Lanois,Rocco,0,2014-12-25T21:06:30Z,2014-10-24,5S0AJvE9NB1kGrXRfYh690,1TaHLVR0Y5qKzZywm9dr1b,62 days 21:06:30.000000000,62.0
2917,Kairos,November,0,2014-10-26T21:23:12Z,2014-05-20,5NneE7IT3ZR0ZK3ML1bPIX,5SgKmwKhkqxCuIvTv9zT2q,159 days 21:23:12.000000000,159.0
2921,The Foreign Exchange,If I Knew Then (feat. Carmen Rodgers),17,2014-10-28T20:27:33Z,2013-09-24,60R4M19QBXvs0gO4IL6CpS,2dPnxkl45qeYqoTfHymk7E,399 days 20:27:33.000000000,399.0
2923,Black Milk,Interpret Sabotage (feat. Mel),0,2014-10-30T03:44:56Z,2013-10-15,77zgRkcehIGCAtROXkXkb3,6GfPDHFsbZYos5tHQlOFw9,380 days 03:44:56.000000000,380.0
2924,Azealia Banks,Gimme A Chance,0,2014-11-20T08:14:43Z,2014-11-06,7gRhy3MIPHQo5CXYfWaw9I,4M7bqyDoMLCdgdXgOINYeX,14 days 08:14:43.000000000,14.0
2928,clipping.,intro,24,2014-11-03T21:38:21Z,2014-02-11,5HJ2kX5UTwN4Ns8fB5Rn1I,2xY5eU4o0WuZCx9JR1qBk9,265 days 21:38:21.000000000,265.0
2929,Black Milk,Everyday Was,42,2014-11-03T21:37:41Z,2014-10-28,77zgRkcehIGCAtROXkXkb3,225WLJ4RlbSMSAZnjMYEt7,6 days 21:37:41.000000000,6.0
2931,Death Grips,No Love,56,2014-11-18T00:09:14Z,2012,5RADpgYLOuS2ZxDq7ggYYH,5fDj1YVNR04RtQNP4iYapO,1052 days 00:09:14.000000000,1052.0
2932,Death Grips,Deep Web,41,2014-11-18T00:05:39Z,2012,5RADpgYLOuS2ZxDq7ggYYH,72D8h8sygh3d6nfp4NLwPK,1052 days 00:05:39.000000000,1052.0
2935,Azealia Banks,Desperado,0,2014-11-20T08:12:33Z,2014-11-06,7gRhy3MIPHQo5CXYfWaw9I,6mcFTfzlvBBS2CQeqMYI2h,14 days 08:12:33.000000000,14.0
2937,The Foreign Exchange,Better (feat. Shana Tucker & Eric Roberson),33,2014-10-26T22:40:18Z,2013-09-24,60R4M19QBXvs0gO4IL6CpS,0hihs6rrk3eL2iRS0xzmpX,397 days 22:40:18.000000000,397.0
2952,Thantifaxath,The Bright White Nothing at the End of the Tunnel,16,2014-10-26T21:24:32Z,2014-04-15,7DcSKG8ruWMgHsUh1rqZFh,3qoJVTrfwkYGMXbJXn6Ch4,194 days 21:24:32.000000000,194.0
2953,clipping.,Intro,34,2014-10-03T20:54:28Z,2014-06-10,5HJ2kX5UTwN4Ns8fB5Rn1I,6vJJEVitPSF6gahvqF3NKe,115 days 20:54:28.000000000,115.0
2954,BADBADNOTGOOD,Triangle,0,2014-10-14T21:52:34Z,2014-05-06,65dGLGjkw3UbddUg2GKQoZ,1CpAjE2XuJzPSIBHUJL0v4,161 days 21:52:34.000000000,161.0
2955,Black Milk,Sonny Jr. (Dreams) [feat. Robert Glasper & Dwele],0,2014-11-05T00:13:47Z,2013-10-15,77zgRkcehIGCAtROXkXkb3,5XjXcf2hmxLC7zD01HVuei,386 days 00:13:47.000000000,386.0
2956,Flying Lotus,Turkey Dog Coma,35,2014-10-05T02:17:29Z,2014-10-06,29XOeO6KIWxGthejQqn793,4Jsc7ZId1CLkwvOURAh859,0 days 00:00:00.000000000,0.0
2958,Roscoe Mitchell,Frenzy House,1,2014-10-03T20:42:43Z,2014-04-22,6DR6ugRdVaVi7lyqooqJov,6MCuEGjm2pHREwL8W7Aeec,164 days 20:42:43.000000000,164.0
2959,Flying Lotus,Tesla,37,2014-10-03T21:45:26Z,2014-10-06,29XOeO6KIWxGthejQqn793,5OxaW0vXDcmPKLOCLRKneT,0 days 00:00:00.000000000,0.0
2963,Scrape,Before the Music Begins,0,2014-10-04T19:42:35Z,2013-11-19,5NZbf4buZEncuzouWfAOlB,3CGDfGhcgyZ6mRylIVlN36,319 days 19:42:35.000000000,319.0
